ID,Study ID,Reference,Grouping,Victim,Perpetrator,Route Victim,Route Perpetrator,Mechanism,Compartment,AUCR Avg,AUCR AvgType,AUCR Var,AUCR VarType,CmaxR Avg,CmaxR AvgType,CmaxR Var,CmaxR VarType,t_placebo_0,t_placebo_end,t_treatment_0,t_treatment_end,t Unit,R Dose correction factor,Comment,Dose,Dose free API,Dose Unit,Route,Times of Administration,Times Unit,Description,Comment Regimen,Administered form,Formulation type,Infusion duration [min],Water volume ingested for drug intake [mL],Comment on administration/formulation,Fasted/Fed state,Duration of fasting before drug administration [h],Duration of fasting after drug administration [h],Comment on food intake
17020,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-HDC-DDGI_AS1,(E)-4-Hydroxy-N-desethylclomiphene,Clarithromycin,PO,PO,,Plasma,0.43,,,,0.39,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17022,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-CLO-DDGI_AS2,(E)-Clomiphene,Clarithromycin,PO,PO,,Plasma,1.23,,,,1.59,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17024,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-OHC-DDGI_AS2,(E)-4-Hydroxyclomiphene,Clarithromycin,PO,PO,,Plasma,1.22,,,,1.04,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17026,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-NDC-DDGI_AS2,(E)-N-Desethylclomiphene,Clarithromycin,PO,PO,,Plasma,0.21,,,,0.19,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17028,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-HDC-DDGI_AS2,(E)-4-Hydroxy-N-desethylclomiphene,Clarithromycin,PO,PO,,Plasma,0.22,,,,0.29,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17030,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-CLO-DDGI_AS3,(E)-Clomiphene,Clarithromycin,PO,PO,,Plasma,1.06,,,,1.80,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17032,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-OHC-DDGI_AS3,(E)-4-Hydroxyclomiphene,Clarithromycin,PO,PO,,Plasma,1.83,,,,1.20,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17034,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-NDC-DDGI_AS3,(E)-N-Desethylclomiphene,Clarithromycin,PO,PO,,Plasma,0.39,,,,0.23,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17036,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,CLA-HDC-DDGI_AS3,(E)-4-Hydroxy-N-desethylclomiphene,Clarithromycin,PO,PO,,Plasma,0.41,,,,0.38,,,,0,168,96,264,h,1,AUCR and CmaxR derived from the digitized plasma profiles,500,,mg,PO,S0-T12-R9,h,BID,,clarithromycin,,,,,,,,
17038,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-CLO-DDGI_AS0,(E)-Clomiphene,Paroxetine,PO,PO,,Plasma,1.09,,,,0.91,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17040,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-OHC-DDGI_AS0,(E)-4-Hydroxyclomiphene,Paroxetine,PO,PO,,Plasma,1.02,,,,1.19,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17042,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-NDC-DDGI_AS0,(E)-N-Desethylclomiphene,Paroxetine,PO,PO,,Plasma,1.21,,,,1.36,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17044,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-HDC-DDGI_AS0,(E)-4-Hydroxy-N-desethylclomiphene,Paroxetine,PO,PO,,Plasma,1.01,,,,0.94,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17046,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-CLO-DDGI_AS0.5,(E)-Clomiphene,Paroxetine,PO,PO,,Plasma,2.47,,,,1.30,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17048,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-OHC-DDGI_AS0.5,(E)-4-Hydroxyclomiphene,Paroxetine,PO,PO,,Plasma,0.22,,,,0.09,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17050,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-NDC-DDGI_AS0.5,(E)-N-Desethylclomiphene,Paroxetine,PO,PO,,Plasma,4.86,,,,1.29,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17052,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-HDC-DDGI_AS0.5,(E)-4-Hydroxy-N-desethylclomiphene,Paroxetine,PO,PO,,Plasma,0.29,,,,0.22,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17054,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-CLO-DDGI_AS1,(E)-Clomiphene,Paroxetine,PO,PO,,Plasma,9.53,,,,4.02,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17056,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-OHC-DDGI_AS1,(E)-4-Hydroxyclomiphene,Paroxetine,PO,PO,,Plasma,0.86,,,,0.28,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17058,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-NDC-DDGI_AS1,(E)-N-Desethylclomiphene,Paroxetine,PO,PO,,Plasma,25.32,,,,9.07,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17060,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-HDC-DDGI_AS1,(E)-4-Hydroxy-N-desethylclomiphene,Paroxetine,PO,PO,,Plasma,1.91,,,,0.50,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17062,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-CLO-DDGI_AS2,(E)-Clomiphene,Paroxetine,PO,PO,,Plasma,10.35,,,,3.85,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17064,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-OHC-DDGI_AS2,(E)-4-Hydroxyclomiphene,Paroxetine,PO,PO,,Plasma,1.54,,,,0.27,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17066,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-NDC-DDGI_AS2,(E)-N-Desethylclomiphene,Paroxetine,PO,PO,,Plasma,21.14,,,,4.59,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17068,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-HDC-DDGI_AS2,(E)-4-Hydroxy-N-desethylclomiphene,Paroxetine,PO,PO,,Plasma,2.65,,,,0.74,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17070,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-CLO-DDGI_AS3,(E)-Clomiphene,Paroxetine,PO,PO,,Plasma,12.47,,,,7.08,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17072,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-OHC-DDGI_AS3,(E)-4-Hydroxyclomiphene,Paroxetine,PO,PO,,Plasma,3.76,,,,0.70,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17074,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-NDC-DDGI_AS3,(E)-N-Desethylclomiphene,Paroxetine,PO,PO,,Plasma,33.72,,,,12.14,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17076,Mürdter 2016,https://pubmed.ncbi.nlm.nih.gov/36559098/,PAR-HDC-DDGI_AS3,(E)-4-Hydroxy-N-desethylclomiphene,Paroxetine,PO,PO,,Plasma,5.87,,,,1.54,,,,0,168,48,216,h,1,AUCR and CmaxR derived from the digitized plasma profiles,40,,mg,PO,S0-T24-R3,h,QD,,paroxetine,,,,,,,,
17078,Sauer 2004,https://pubmed.ncbi.nlm.nih.gov/14610241/,ATO-DES-DDI,Desipramine,Atomoxetine,PO,PO,,Plasma,1.17,,,,1.06,,,,0,72,72,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,60,54.54,mg,PO,S0-T12-R26,h,BID,,atomoxetine hydrochloride,,,,,,,,
17080,Reese 2008,https://pubmed.ncbi.nlm.nih.gov/18420781/,BUP-DES-DDI,Desipramine,Bupropion,PO,PO,,Plasma,4.35,,,,1.74,,,,0,72,336,504,h,1,AUCR and CmaxR derived from the digitized plasma profiles,150/150,130.2/130.2,mg,PO,S0-T24-R3/S72-T12-R23,h,QD/BID,,bupropion hydrochloride,,,,,,,,
17082,Nichols 2009,https://pubmed.ncbi.nlm.nih.gov/19001559/,PAR-DES-DDI,Desipramine,Paroxetine,PO,PO,,Plasma,2.71,,,,1.90,,,,0,121,96,215,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R9,h,QD,,paroxetine,,,,,,,,
17084,Nichols 2009,https://pubmed.ncbi.nlm.nih.gov/19001559/,PAR-OHD-DDI,2-Hydroxydesipramine,Paroxetine,PO,PO,,Plasma,0.55,,,,0.20,,,,0,121,96,215,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R9,h,QD,,paroxetine,,,,,,,,
17086,Brøsen 1993,https://pubmed.ncbi.nlm.nih.gov/8513845/,PAR-DES-DDGI_PM,Desipramine,Paroxetine,PO,PO,,Plasma,0.87,,,,0.85,,,,0,240,240,480,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R20,h,QD,,paroxetine,,,,,,,,
17088,Brøsen 1993,https://pubmed.ncbi.nlm.nih.gov/8513845/,PAR-DES-DDGI_NM,Desipramine,Paroxetine,PO,PO,,Plasma,4.60,,,,1.90,,,,0,240,240,480,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R20,h,QD,,paroxetine,,,,,,,,
17090,Brøsen 1993,https://pubmed.ncbi.nlm.nih.gov/8513845/,PAR-DES-DDGI_fastNM,Desipramine,Paroxetine,PO,PO,,Plasma,7.76,,,,2.45,,,,0,240,240,480,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R20,h,QD,,paroxetine,,,,,,,,
17092,Aldermann 1997,https://pubmed.ncbi.nlm.nih.gov/9241008/,PAR-DES-DDI_day1,Desipramine,Paroxetine,PO,PO,,Plasma,1.84,,,,1.27,,,,0,624,0,624,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20/30,,mg,PO,S168-T24-R9/S384-R24-T4,h,QD/QD,,paroxetine,,,,,,,,
17093,Aldermann 1997,https://pubmed.ncbi.nlm.nih.gov/9241008/,PAR-DES-DDI_day10,Desipramine,Paroxetine,PO,PO,,Plasma,4.96,,,,4.58,,,,0,624,0,624,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20/30,,mg,PO,S168-T24-R9/S384-R24-T4,h,QD/QD,,paroxetine,,,,,,,,
17094,Aldermann 1997,https://pubmed.ncbi.nlm.nih.gov/9241008/,PAR-DES-DDI_day13,Desipramine,Paroxetine,PO,PO,,Plasma,7.40,,,,4.58,,,,0,624,0,624,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20/30,,mg,PO,S168-T24-R9/S384-R24-T4,h,QD/QD,,paroxetine,,,,,,,,
17096,Brøsen 1989,https://pubmed.ncbi.nlm.nih.gov/2792169/,QUI-DES-DDI,Desipramine,Quinidine,PO,PO,,Plasma,6.52,,,,1.59,,,,0,72,60,288,h,1,AUCR and CmaxR derived from the digitized plasma profiles,200,173.74,mg,PO,S0-T24-R13,h,QD,,quinidine sulfate,,,,,,,,
17098,Storelli 2018,https://pubmed.ncbi.nlm.nih.gov/28940476/,PAR-DEX-DDGI_IM,Dextromethorphan,Paroxetine,PO,PO,,Plasma,8.45,,,,5.11,,,,0,24,12,37,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T10-R2,h,,,paroxetine,,,,,,,,
17100,Storelli 2018,https://pubmed.ncbi.nlm.nih.gov/28940476/,PAR-DXT-DDGI_IM,Dextrorphan,Paroxetine,PO,PO,,Plasma,0.65,,,,0.25,,,,0,24,12,37,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T10-R2,h,,,paroxetine,,,,,,,,
17102,Storelli 2018,https://pubmed.ncbi.nlm.nih.gov/28940476/,PAR-DEX-DDGI_NM,Dextromethorphan,Paroxetine,PO,PO,,Plasma,23.61,,,,12.29,,,,0,24,12,37,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T10-R2,h,,,paroxetine,,,,,,,,
17104,Storelli 2018,https://pubmed.ncbi.nlm.nih.gov/28940476/,PAR-DXT-DDGI_NM,Dextrorphan,Paroxetine,PO,PO,,Plasma,1.92,,,,0.77,,,,0,24,12,37,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T10-R2,h,,,paroxetine,,,,,,,,
17106,Schoedel 2012,https://link.springer.com/article/10.2165/11599870-000000000-00000,PAR-DEX-DDI,Dextromethorphan,Paroxetine,PO,PO,,Plasma,1.45,,,,1.42,,,,0,468,0,468,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S192-T24-R12,h,QD,,paroxetine,,,,,,,,
17108,Chellingworth 1988,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2036.1988.tb00726.x,CIM-MET-DDI_sd,Metoprolol,Cimetidine,PO,PO,,Plasma,0.91,,,,1.56,,,,0,12,169,181,h,1,AUCR and CmaxR derived from the digitized plasma profiles,800,,mg,PO,S0-T24-R8,h,QD,Split dose,cimetidine,,,,,,,,
17110,Chellingworth 1988,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2036.1988.tb00726.x,CIM-MET-DDI_bid,Metoprolol,Cimetidine,PO,PO,,Plasma,1.34,,,,1.62,,,,0,360,0,360,h,1,AUCR and CmaxR derived from the digitized plasma profiles,800,,mg,PO,S0-T24-R8,h,QD,Split dose,cimetidine,,,,,,,,
17112,Toon 1988,https://pubmed.ncbi.nlm.nih.gov/3345620/,CIM-MET-DDI,Metoprolol,Cimetidine,PO,PO,,Plasma,1.44,,,,1.23,,,,0,360,0,360,h,1,AUCR and CmaxR derived from the digitized plasma profiles,800,,mg,PO,S0-T24-R8,h,QD,Split dose,cimetidine,,,,,,,,
17114,Kirch 1982,https://pubmed.ncbi.nlm.nih.gov/7176462/,CIM-MET-DDI,Metoprolol,Cimetidine,PO,PO,,Plasma,1.64,,,,1.56,,,,0,312,0,312,h,1,AUCR and CmaxR derived from the digitized plasma profiles,200/200/200/400,,mg,PO,S0-T24-R7/S6-T24-R7/S12-T24-R7/S18-T24-R7,h,QD,Split dose,cimetidine,,,,,,,,
17116,Stout 2011,https://pubmed.ncbi.nlm.nih.gov/20400652/,PAR-MET-DDI_50mg,Metoprolol,Paroxetine,PO,PO,,Plasma,4.33,,,,2.51,,,,0,12,168,192,h,1,AUCR and CmaxR derived from the digitized plasma profiles,10.10.2010,,mg,PO,S0-T24-R2/S0-T12-R12/S192-T24-R2,h,QD/BID,,paroxetine,,,,,,,,
17118,Stout 2011,https://pubmed.ncbi.nlm.nih.gov/20400652/,PAR-MET-DDI_100mg,Metoprolol,Paroxetine,PO,PO,,Plasma,3.62,,,,3.65,,,,0,12,168,192,h,1,AUCR and CmaxR derived from the digitized plasma profiles,10.10.2010,,mg,PO,S0-T24-R2/S0-T12-R12/S192-T24-R2,h,QD/BID,,paroxetine,,,,,,,,
17120,Parker 2011,https://pubmed.ncbi.nlm.nih.gov/21923449/,PAR-RME-DDI_100mg_sd,R-Metoprolol,Paroxetine,PO,PO,,Plasma,2.96,,,,2.74,,,,0,24,144,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R7,h,QD,,paroxetine,,,,,,,,
17122,Parker 2011,https://pubmed.ncbi.nlm.nih.gov/21923449/,PAR-SME-DDI_100mg_sd,S-Metoprolol,Paroxetine,PO,PO,,Plasma,2.91,,,,2.64,,,,0,24,144,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R7,h,QD,,paroxetine,,,,,,,,
17124,Parker 2011,https://pubmed.ncbi.nlm.nih.gov/21923449/,PAR-RME-DDI_100mg_bid,R-Metoprolol,Paroxetine,PO,PO,,Plasma,3.06,,,,2.11,,,,0,24,144,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R7,h,QD,,paroxetine,,,,,,,,
17126,Parker 2011,https://pubmed.ncbi.nlm.nih.gov/21923449/,PAR-SME-DDI_100mg_bid,S-Metoprolol,Paroxetine,PO,PO,,Plasma,2.50,,,,1.87,,,,0,24,144,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R7,h,QD,,paroxetine,,,,,,,,
17128,Parker 2011,https://pubmed.ncbi.nlm.nih.gov/21923449/,PAR-RME-DDI_200mg_sd,R-Metoprolol,Paroxetine,PO,PO,,Plasma,4.06,,,,3.74,,,,0,24,144,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R7,h,QD,,paroxetine,,,,,,,,
17130,Parker 2011,https://pubmed.ncbi.nlm.nih.gov/21923449/,PAR-SME-DDI_200mg_sd,S-Metoprolol,Paroxetine,PO,PO,,Plasma,3.09,,,,2.88,,,,0,24,144,168,h,1,AUCR and CmaxR derived from the digitized plasma profiles,20,,mg,PO,S0-T24-R7,h,QD,,paroxetine,,,,,,,,
17132,Hemeryck 2000,https://pubmed.ncbi.nlm.nih.gov/10741632/,PAR-RME-DDI,R-Metoprolol,Paroxetine,PO,PO,,Plasma,9.88,,,,2.55,,,,0,24,144,169,h,1,AUCR and CmaxR derived from the digitized plasma profiles,10,,mg,PO,S0-T12-R13,h,BID,,paroxetine,,,,,,,,
17134,Hemeryck 2000,https://pubmed.ncbi.nlm.nih.gov/10741632/,PAR-SME-DDI,S-Metoprolol,Paroxetine,PO,PO,,Plasma,7.01,,,,1.71,,,,0,24,144,169,h,1,AUCR and CmaxR derived from the digitized plasma profiles,10,,mg,PO,S0-T12-R13,h,BID,,paroxetine,,,,,,,,
17136,Leemann 1993,https://pubmed.ncbi.nlm.nih.gov/8405032/,QUI-MET-DDGI_50mg_PM,Metoprolol,Quinidine,IV,PO,,Plasma,0.95,,,,0.98,,,,0,8,12,16,h,1,AUCR and CmaxR derived from the digitized plasma profiles,50,41.44,mg,PO,0,h,SD,,quinidine sulfate,,,,,,,,
17138,Leemann 1993,https://pubmed.ncbi.nlm.nih.gov/8405032/,QUI-MET-DDGI_50mg_NM,Metoprolol,Quinidine,IV,PO,,Plasma,2.00,,,,1.35,,,,0,8,12,16,h,1,AUCR and CmaxR derived from the digitized plasma profiles,50,41.44,mg,PO,0,h,SD,,quinidine sulfate,,,,,,,,
17140,Leemann 1993,https://pubmed.ncbi.nlm.nih.gov/8405032/,QUI-MET-DDGI_250mg_PM,Metoprolol,Quinidine,IV,PO,,Plasma,0.97,,,,1.09,,,,0,8,48,56,h,1,AUCR and CmaxR derived from the digitized plasma profiles,250,207.18,mg,PO,S0-T12-R6,h,BID,,quinidine sulfate,,,,,,,,
17142,Leemann 1993,https://pubmed.ncbi.nlm.nih.gov/8405032/,QUI-MET-DDGI_250mg_NM,Metoprolol,Quinidine,IV,PO,,Plasma,2.38,,,,1.35,,,,0,8,48,56,h,1,AUCR and CmaxR derived from the digitized plasma profiles,250,207.18,mg,PO,S0-T12-R6,h,BID,,quinidine sulfate,,,,,,,,
17144,Johnson 1996,https://pubmed.ncbi.nlm.nih.gov/8820427/,QUI-RME-DDI,R-Metoprolol,Quinidine,PO,PO,,Plasma,3.44,,,,1.43,,,,0,12,74,98,h,1,AUCR and CmaxR derived from the digitized plasma profiles,100,82.87,mg,PO,S0-T24-R5,h,QD,,quinidine sulfate,,,,,,,,
17146,Johnson 1996,https://pubmed.ncbi.nlm.nih.gov/8820427/,QUI-SME-DDI,S-Metoprolol,Quinidine,PO,PO,,Plasma,2.87,,,,1.28,,,,0,12,74,98,h,1,AUCR and CmaxR derived from the digitized plasma profiles,100,82.87,mg,PO,S0-T24-R5,h,QD,,quinidine sulfate,,,,,,,,
17148,Johnson 1996,https://pubmed.ncbi.nlm.nih.gov/8820427/,QUI-RME-DDI,R-Metoprolol,Quinidine,PO,PO,,Plasma,4.35,,,,1.87,,,,0,12,74,98,h,1,AUCR and CmaxR derived from the digitized plasma profiles,100,82.87,mg,PO,S0-T24-R5,h,QD,,quinidine sulfate,,,,,,,,
17150,Johnson 1996,https://pubmed.ncbi.nlm.nih.gov/8820427/,QUI-SME-DDI,S-Metoprolol,Quinidine,PO,PO,,Plasma,2.99,,,,1.40,,,,0,12,74,98,h,1,AUCR and CmaxR derived from the digitized plasma profiles,100,82.87,mg,PO,S0-T24-R5,h,QD,,quinidine sulfate,,,,,,,,
17152,Bennett 1982,https://pubmed.ncbi.nlm.nih.gov/7059439/,RIF-MET-DDI,Metoprolol,Rifampicin,PO,PO,,Plasma,0.74,,,,0.66,,,,48,780,48,780,h,1,AUCR and CmaxR derived from the digitized plasma profiles,600,,mg,PO,S0-T24-R17,h,QD,,rifampicin,,,,,,,,
17154,Sauer 2004,https://pubmed.ncbi.nlm.nih.gov/14610241/,ATO-MID-DDI_day6,Midazolam,Atomoxetine,PO,PO,,Plasma,1.32,,,,1.01,,,,0,6,120.5,128,h,1,AUCR and CmaxR derived from the digitized plasma profiles,60,,mg,PO,S0-T12-R24,h,BID,,atomoxetine,,,,,,,,
17156,Sauer 2004,https://pubmed.ncbi.nlm.nih.gov/14610241/,ATO-MID-DDI_day12,Midazolam,Atomoxetine,PO,PO,,Plasma,1.51,,,,1.52,,,,0,6,264.5,270,h,1,AUCR and CmaxR derived from the digitized plasma profiles,60,,mg,PO,S0-T12-R24,h,BID,,atomoxetine,,,,,,,,
17158,Yasui-Furukori 2007,https://pubmed.ncbi.nlm.nih.gov/17304149/,ITR-PAR-DDI,Paroxetine,Paroxetine,PO,PO,,Plasma,1.65,,,,1.40,,,,0,36,121,170,h,1,AUCR and CmaxR derived from the digitized plasma profiles,100,,mg,PO,S0-T12-R12,h,BID,,itraconazole,,,,,,,,
17160,Damkier 1999b,https://pmc.ncbi.nlm.nih.gov/articles/PMC2014310/,ERY-QUI-DDI,Quinidine,Erythromycin,PO,PO,,Plasma,1.19,,,,1.39,,,,0,inf,120,inf,h,1,,250/250/250/250,,mg,PO,S0-T24-R7/S4-T24-R7/S10-T24-R7/S14-T24-R7,h,QID,,erythromycin,,,,,,,,
17162,Kaukonen 1997,https://pubmed.ncbi.nlm.nih.gov/9390107/,ITR-QUI-DDI,Quinidine,Itraconazole,PO,PO,,Plasma,2.05,,,,1.61,,,,0,24,73,97,h,1,AUCR and CmaxR derived from the digitized plasma profiles,200,,mg,PO,S0-T24-R4,h,QD,,itraconazole,,,,,,,,
17164,Damkier 1999b,https://pmc.ncbi.nlm.nih.gov/articles/PMC2014310/,ITR-QUI-DDI,Quinidine,Itraconazole,PO,PO,,Plasma,2.58,,,,1.32,,,,0,inf,120,inf,h,1,AUCR and CmaxR derived from the digitized plasma profiles,100,,mg,PO,S0-T24-R7,h,QD,,itraconazole,,,,,,,,
17166,Mahatthanatrakul 2012,https://pubmed.ncbi.nlm.nih.gov/21518375/,KET-RIS-DDI,Risperidone,Ketoconazole,PO,PO,,Plasma,1.49,,,,1.30,,,,0,24,48,96,h,1,AUCR and CmaxR derived from the digitized plasma profiles,200,,mg,PO,S0-T24-R3,h,QD,,ketoconazole,,,,,,,,
17168,Mahatthanatrakul 2012,https://pubmed.ncbi.nlm.nih.gov/21518375/,KET-OHR-DDI,9-Hydroxyrisperidone,Ketoconazole,PO,PO,,Plasma,0.54,,,,0.54,,,,0,96,48,144,h,1,AUCR and CmaxR derived from the digitized plasma profiles,200,,mg,PO,S0-T24-R3,h,QD,,ketoconazole,,,,,,,,
17170,Kim 2018,https://pubmed.ncbi.nlm.nih.gov/18094221/,RIF-RIS-DDI,Risperidone,Rifampicin,PO,PO,,Plasma,0.51,,,,0.76,,,,0,30,109,139,h,1,AUCR and CmaxR derived from the digitized plasma profiles,600,,mg,PO,S0-T24-R7,h,QD,,rifampicin,,,,,,,,
